Country,Region,Election / Renewal,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES
Burundi,SUB-SAHARAN,Yes,1982,,Single,65,6,0.09230769230769231,52 Seats elected and 13 appointed. The Assembly was dissolved following a military coup d'Etat on 3 September 1987.
Burundi,SUB-SAHARAN,Yes,1993,,Single,81,10,0.12345679012345678,
Burundi,SUB-SAHARAN,Yes,2005,,Lower,118,36,0.3050847457627119,
Burundi,SUB-SAHARAN,Yes,2005,,Upper,49,17,0.3469387755102041,
Burundi,SUB-SAHARAN,Yes,2010,,Lower,106,32,0.3018867924528302,
Burundi,SUB-SAHARAN,Yes,2010,,Upper,41,19,0.4634146341463415,"Indirectly elected (34): elected by an electoral college composed of members of the communal councils in the province concerned. 
Other (7): includes three Twas and four former presidents. Additional members may be co-opted to ensure respect for an equal distribution of seats among Hutus and Tutsis and for the 30 per cent quota of women."
Burundi,SUB-SAHARAN,Yes,2015,,Lower,121,44,0.36363636363636365,
Burundi,SUB-SAHARAN,Yes,2015,,Upper,43,18,0.4186046511627907,
Cabo Verde,SUB-SAHARAN,Yes,1975,,Single,56,1,0.017857142857142856,First legislature of Cape Verde after the country became independent on 5 July 1975.
Cabo Verde,SUB-SAHARAN,Yes,1980,,Single,63,8,0.12698412698412698,
Cabo Verde,SUB-SAHARAN,Yes,1985,,Single,83,10,0.12048192771084337,Plus 66 substitute members in total and 11 female substitute members. 83 members and 66 substitute members elected at the same time.
Cabo Verde,SUB-SAHARAN,Yes,1991,,Single,79,6,0.0759493670886076,
Cabo Verde,SUB-SAHARAN,Yes,1995,,Single,72,8,0.1111111111111111,
Cabo Verde,SUB-SAHARAN,Yes,2001,,Single,72,8,0.1111111111111111,
Cabo Verde,SUB-SAHARAN,Yes,2006,,Single,72,11,0.1527777777777778,
Cabo Verde,SUB-SAHARAN,Yes,2011,,Single,72,15,0.20833333333333334,"Six members represent Cape Verdeans abroad: two each from the Americas, the rest of Africa and Europe."
Cabo Verde,SUB-SAHARAN,Yes,2016,,Single,72,15,0.20833333333333334,
Cabo Verde,SUB-SAHARAN,Yes,2016,march,Single,72,17,0.2361111111111111,
Cambodia,ASIA,Yes,1955,,Lower,91,0,0,First legislature of Cambodia after the country became independent on 9 November 1953; the Parliament was then called National Congress.
Cambodia,ASIA,Yes,1955,,Upper,28,0,0,"First legislature of Cambodia after the country became independent on 9 November 1953; the Parliament was then called National Congress. 2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
Cambodia,ASIA,Yes,1958,,Lower,61,1,0.01639344262295082,
Cambodia,ASIA,Yes,1958,,Upper,28,0,0,"2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
Cambodia,ASIA,Yes,1962,,Lower,77,0,0,
Cambodia,ASIA,Yes,1962,,Upper,28,0,0,"2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
Cambodia,ASIA,Yes,1966,,Lower,82,0,0,The Parliament was subsequently dissolved following a military coup d'Etat on 18 March 1970.
Cambodia,ASIA,Yes,1966,,Upper,28,0,0,"2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants. The Parliament was subsequently dissolved following a military coup d'Etat on 18 March 1970."
Cambodia,ASIA,Yes,1972,,Lower,126,4,0.031746031746031744,Parliament was dissolved following the fall of the régime on 17 April 1975.
Cambodia,ASIA,Yes,1972,,Upper,40,0,0,Parliament was dissolved following the fall of the régime on 17 April 1975.
Cambodia,ASIA,Yes,1976,,Single,250,46,0.184,The Assembly was dissolved following the fall of the régime in January 1979.
Cambodia,ASIA,Yes,1981,,Single,117,22,0.18803418803418803,
Cambodia,ASIA,Yes,1986,,Single,117,23,0.19658119658119658,
Cambodia,ASIA,Yes,1987,,Single,117,25,0.21367521367521367,
Cambodia,ASIA,Yes,1993,,Single,120,7,0.058333333333333334,
Cambodia,ASIA,Yes,1998,,Lower,122,10,0.08196721311475409,
Cambodia,ASIA,Yes,1999,,Upper,61,8,0.13114754098360656,All Members were appointed.
Cambodia,ASIA,Yes,2003,,Lower,123,12,0.0975609756097561,
Cambodia,ASIA,Yes,2006,February,Upper,59,8,0.13559322033898305,
Cambodia,ASIA,Yes,2006,March,Upper,61,9,0.14754098360655737,
Cambodia,ASIA,Yes,2008,,Lower,123,20,0.16260162601626016,
Cambodia,ASIA,Yes,2013,,Lower,123,25,0.2032520325203252,
Cambodia,ASIA,Yes,2018,July,Lower,125,19,0.152,
Cambodia,ASIA,Yes,2018,February,Upper,62,11,0.1774193548387097,
Cameroon,SUB-SAHARAN,Yes,1960,,Single,100,1,0.01,First legislature of Cameroon after the country became independent on 1 October 1961; the French-administered Cameroon had already become the Independent Republic of Cameroon on 1 January 1960.
Cameroon,SUB-SAHARAN,Yes,1962,,Single,50,1,0.02,
Cameroon,SUB-SAHARAN,Yes,1964,,Single,50,1,0.02,
Cameroon,SUB-SAHARAN,Yes,1970,,Single,50,2,0.04,
Cameroon,SUB-SAHARAN,Yes,1973,,Single,120,7,0.058333333333333334,
Cameroon,SUB-SAHARAN,Yes,1978,,Single,120,12,0.1,
Cameroon,SUB-SAHARAN,Yes,1983,,Single,120,17,0.14166666666666666,
Cameroon,SUB-SAHARAN,Yes,1988,,Single,180,26,0.14444444444444443,
Cameroon,SUB-SAHARAN,Yes,1992,,Single,180,22,0.12222222222222222,
Cameroon,SUB-SAHARAN,Yes,1997,,Single,180,22,0.12222222222222222,
Cameroon,SUB-SAHARAN,Yes,1997,december,Single,180,10,0.05555555555555555,
Cameroon,SUB-SAHARAN,Yes,2002,,Single,180,16,0.08888888888888889,
Cameroon,SUB-SAHARAN,Yes,2007,July-September,Single,163,24,0.147239263803681,"According to the 1996 Constitution, parliament also comprises a Senate, which has not yet been formed."
Cameroon,SUB-SAHARAN,Yes,2007,July-December,Single,180,25,,
Cameroon,SUB-SAHARAN,Yes,2013,,Upper,100,20,0.2,"The first ever indirect elections were held for 70 of the 100 seats in the newly created Senate. The 1996 Constitution provides for a bicameral parliament, comprising the National Assembly and the Senate, but the latter was only formed in 2013."
Cameroon,SUB-SAHARAN,Yes,2018,March,Upper,100,26,0.26,
Canada,AME,Yes,1945,,Lower,245,1,0.004081632653061225,
Canada,AME,Continuous Renewal,1945,,Upper,80,2,0.025,
Canada,AME,Continuous Renewal,1946,,Upper,95,2,0.021052631578947368,
Canada,AME,Continuous Renewal,1947,,Upper,86,2,0.023255813953488372,
Canada,AME,Continuous Renewal,1948,,Upper,82,2,0.024390243902439025,
Canada,AME,Yes,1949,,Lower,262,1,0.003816793893129771,
Canada,AME,Continuous Renewal,1949,,Upper,91,2,0.02197802197802198,
Canada,AME,Continuous Renewal,1950,,Upper,88,2,0.022727272727272728,
Canada,AME,Continuous Renewal,1951,,Upper,87,2,0.022988505747126436,
Canada,AME,Continuous Renewal,1952,,Upper,83,2,0.024096385542168676,
Canada,AME,Yes,1953,,Lower,265,4,0.01509433962264151,
Canada,AME,Continuous Renewal,1953,,Upper,88,5,0.056818181818181816,
Canada,AME,Continuous Renewal,1954,,Upper,82,5,0.06097560975609756,
Canada,AME,Continuous Renewal,1955,,Upper,91,6,0.06593406593406594,
Canada,AME,Continuous Renewal,1956,,Upper,84,6,0.07142857142857142,
Canada,AME,Yes,1957,,Lower,265,2,0.007547169811320755,
Canada,AME,Continuous Renewal,1957,,Upper,94,5,0.05319148936170213,
Canada,AME,Yes,1958,,Lower,265,5,0.018867924528301886,
Canada,AME,Continuous Renewal,1958,,Upper,93,5,0.053763440860215055,
Canada,AME,Continuous Renewal,1959,,Upper,95,5,0.05263157894736842,
Canada,AME,Continuous Renewal,1960,,Upper,102,7,0.06862745098039216,
Canada,AME,Continuous Renewal,1961,,Upper,96,7,0.07291666666666667,
Canada,AME,Yes,1962,,Lower,265,5,0.018867924528301886,
Canada,AME,Continuous Renewal,1962,,Upper,99,7,0.0707070707070707,"The nominal number of seats is 96, but there were 16 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1963,,Lower,265,6,0.022641509433962263,"The nominal number of seats is 96, but there were 16 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1963,,Upper,100,6,0.06,"The nominal number of seats is 96, but there were 10 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1964,,Upper,99,6,0.06060606060606061,"The nominal number of seats is 96, but there were 14 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1965,,Lower,265,4,0.01509433962264151,"The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1965,,Upper,97,5,0.05154639175257732,"The nominal number of seats is 102, but there were 14 vacancies at the time;  The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1966,,Upper,95,4,0.042105263157894736,"The nominal number of seats is 102, but there were 15 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1967,,Upper,94,5,0.05319148936170213,"The nominal number of seats is 102, but there were 19 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1968,,Lower,264,1,0.003787878787878788,"The nominal number of seats is 102, but there were 14 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1968,,Upper,93,5,0.053763440860215055,"The nominal number of seats is 102, but there were 20 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1969,,Upper,89,5,0.056179775280898875,"The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1970,,Upper,91,6,0.06593406593406594,"The nominal number of seats is 102, but there were 18 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1971,,Upper,89,6,0.06741573033707865,"The nominal number of seats is 102, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1972,,Lower,264,5,0.01893939393939394,"The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1972,,Upper,96,8,0.08333333333333333,"The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1973,,Upper,95,7,0.07368421052631578,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1974,,Lower,264,9,0.03409090909090909,"The nominal number of seats is 102, but there were 6 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1974,,Upper,93,7,0.07526881720430108,"The nominal number of seats is 102, but there were 3 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1975,,Upper,91,6,0.06593406593406594,"The nominal number of seats is 102, but there were 2 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1976,,Upper,93,6,0.06451612903225806,"The nominal number of seats is 102, but there were 3 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1977,,Upper,96,6,0.0625,"The nominal number of seats is 102, but there were 5 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1978,,Upper,96,8,0.08333333333333333,"The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1979,,Lower,282,10,0.03546099290780142,"The nominal number of seats is 102, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1979,,Upper,103,11,0.10679611650485436,"The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1980,,Lower,282,14,0.04964539007092199,"The nominal number of seats is 102, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1980,,Upper,97,10,0.10309278350515463,"The nominal number of seats is 102, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1981,,Upper,92,9,0.09782608695652174,"The nominal number of seats is 102, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1982,,Upper,89,9,0.10112359550561797,"The nominal number of seats is 102, but there were 6 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1983,,Upper,92,9,0.09782608695652174,"The nominal number of seats is 102, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1984,,Lower,282,27,0.09574468085106383,"The nominal number of seats is 102, but there were 9 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1984,,Upper,101,13,0.12871287128712872,"The nominal number of seats is 104, but there were 13 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1985,,Upper,102,12,0.11764705882352941,"The nominal number of seats is 104, but there were 11 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1986,,Upper,102,15,0.14705882352941177,"The nominal number of seats is 104, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1987,,Upper,100,13,0.13,"The nominal number of seats is 104, but there were 8 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1988,,Lower,295,39,0.13220338983050847,"The nominal number of seats is 104, but there were 1 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1988,,Upper,98,13,0.1326530612244898,"The nominal number of seats is 104, but there were 7 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1989,,Upper,104,11,0.10576923076923077,"The nominal number of seats is 104, but there were 12 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1990,,Upper,111,17,0.15315315315315314,"The nominal number of seats is 104, but there were 15 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1991,,Upper,107,15,0.14018691588785046,"The nominal number of seats is 104, but there were 12 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1992,,Upper,104,15,0.14423076923076922,"The nominal number of seats is 104, but there were 3 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1993,,Lower,295,53,0.17966101694915254,"The nominal number of seats is 104, but there were 2 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1993,,Upper,104,16,0.15384615384615385,"The nominal number of seats is 104, but there were 2 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1994,,Upper,104,19,0.18269230769230768,"The nominal number of seats is 104, but there were 4 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1995,,Upper,104,19,0.18269230769230768,"The nominal number of seats is 104, but there were 6 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1996,,Upper,104,19,0.18269230769230768,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,1997,,Lower,301,62,0.2059800664451827,"The nominal number of seats is 112, but there were 1 vacancies at the time; The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1997,,Upper,104,24,0.23076923076923078,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1998,March,Upper,100,29,0.29,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,1999,,Upper,104,32,0.3076923076923077,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2000,,Lower,301,62,0.2059800664451827,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2000,february,Lower,301,60,0.19933554817275748,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2000,,Upper,105,34,0.3238095238095238,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2001,,Upper,93,33,0.3548387096774194,
Canada,AME,Continuous Renewal,2002,,Upper,93,33,0.3548387096774194,
Canada,AME,Continuous Renewal,2003,,Upper,93,33,0.3548387096774194,
Canada,AME,Yes,2004,,Lower,308,65,0.21103896103896103,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2004,,Upper,90,33,0.36666666666666664,"The nominal number of seats is 106, but there were 13 vacancies at the time. The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2005,,Upper,93,33,0.3548387096774194,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2006,,Lower,308,64,0.2077922077922078,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2006,January,Upper,89,33,0.3707865168539326,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2006,February,Upper,100,35,0.35,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2007,,Upper,93,32,0.34408602150537637,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2008,,Lower,308,68,0.22077922077922077,
Canada,AME,Continuous Renewal,2008,,Upper,100,35,0.35,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2009,,Upper,100,35,0.35,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2010,,Upper,100,35,0.35,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2011,,Lower,308,76,0.24675324675324675,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2011,,Upper,103,37,0.3592233009708738,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2012,,Upper,103,37,0.3592233009708738,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Continuous Renewal,2013,,Upper,103,39,0.3786407766990291,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,,Continuous Renewal,2014,,Upper,96,38,0.3958333333333333,"The term of office of individual Senators is continuous and lasts until the age of their retirement (75 years).  However, Senators appointed prior to 1 June 1965 hold office for life.  It was therefore important to give a breakdown of seats every year for the time between 1945 and 1994."
Canada,AME,Yes,2015,May,Lower,304,77,0.2532894736842105,
Canada,AME,Continuous Renewal,2015,August,Upper,83,31,0.37349397590361444,
Canada,AME,Continuous Renewal,2016,November,Upper,102,43,0.4215686274509804,
Canada,AME,Continuous Renewal,2017,,Upper,100,43,0.43,
